YEAR,AGE_GROUP,LEADING_CAUSES_OF_DEATH,FATALITIES
2001,Age 65 and Older,Atherosclerosis,541
2001,Age 65 and Older,In situ neoplasms,501
2001,Age 65 and Older,Chronic liver disease and cirrhosis,435
2002,All Ages,All Causes,106211
2002,All Ages,Diseases of heart,30713
2002,All Ages,Malignant neoplasms,24671
2002,All Ages,Cerebrovascular diseases,7171
2002,All Ages,Chronic lower respiratory diseases,4806
2002,All Ages,Accidents,4177
2002,All Ages,Unintentional injuries: motor vehicle,1562
2002,All Ages,Unintentional injuries: all other,2615
2002,All Ages,Diabetes mellitus,2997
2002,All Ages,Influenza and pneumonia,2931
2002,All Ages,Alzheimer's disease,2391
2002,All Ages,Nephritis,2319
2002,All Ages,Septicemia,2043
2002,All Ages,Intentional self-harm (suicide),1142
2002,All Ages,Chronic liver disease and cirrhosis,1065
2002,All Ages,Assault (homicide),1005
2002,All Ages,Pneumonitis due to solids and liquids,906
2002,All Ages,Essential (primary) hypertension and hypertensive renal disease,849
2002,All Ages,Parkinson's disease,781
2002,All Ages,Certain conditions originating in the perinatal period,674
2002,All Ages,In situ neoplasms,654
2002,All Ages,Aortic aneurism and dissection,585
2002,All Ages,Atherosclerosis,523
2002,All Ages,HIV disease,489
2002,All Ages,Congenital malformations,486
2002,Ages 1-4,All Causes,206
2002,Ages 1-4,Accidents,62
2002,Ages 1-4,Unintentional injuries: motor vehicle,12
2002,Ages 1-4,Unintentional injuries: all other,50
2002,Ages 1-4,Congenital malformations,23
2002,Ages 1-4,Malignant neoplasms,17
2002,Ages 1-4,Homicide,17
2002,Ages 1-4,Influenza and pneumonia,10
2002,Ages 5-14,All Causes,288
2002,Ages 5-14,Accidents,104
2002,Ages 5-14,Unintentional injuries: motor vehicle,59
2002,Ages 5-14,Unintentional injuries: all other,45
2002,Ages 5-14,Malignant neoplasms,38
2002,Ages 5-14,Homicide,18
2002,Ages 5-14,Congenital malformations,16
2002,Ages 5-14,Chronic lower respiratory diseases,13
2002,Ages 5-14,Suicide,13
2002,Ages 5-14,Diseases of heart,12
2002,Ages 15-24,All Causes,1436
2002,Ages 15-24,Accidents,564
2002,Ages 15-24,Unintentional injuries: motor vehicle,400
2002,Ages 15-24,Unintentional injuries: all other,164
2002,Ages 15-24,Homicide,359
2002,Ages 15-24,Suicide,155
2002,Ages 15-24,Malignant neoplasms,65
2002,Ages 15-24,Diseases of heart,42
2002,Ages 15-24,Congenital malformations,29
2002,Ages 25-44,All Causes,5586
2002,Ages 25-44,Accidents,1186
2002,Ages 25-44,Unintentional injuries: motor vehicle,499
2002,Ages 25-44,Unintentional injuries: all other,687
2002,Ages 25-44,Malignant neoplasms,873
2002,Ages 25-44,Diseases of heart,811
2002,Ages 25-44,Suicide,435
2002,Ages 25-44,Homicide,433
2002,Ages 25-44,HIV disease,266
2002,Ages 25-44,Chronic liver disease and cirrhosis,139
2002,Ages 25-44,Cerebrovascular diseases,133
2002,Ages 25-44,Diabetes mellitus,127
2002,Ages 25-44,Chronic lower respiratory diseases,87
2002,Ages 25-44,Septicemia,67
2002,Ages 25-44,Nephritis,62
2002,Ages 25-44,Influenza and pneumonia,58
2002,Ages 25-44,Congenital malformations,51
2002,Ages 45-64,All Causes,18132
2002,Ages 45-64,Malignant neoplasms,6315
2002,Ages 45-64,Diseases of heart,4634
2002,Ages 45-64,Accidents,925
2002,Ages 45-64,Unintentional injuries: motor vehicle,310
2002,Ages 45-64,Unintentional injuries: all other,615
2002,Ages 45-64,Cerebrovascular diseases,666
2002,Ages 45-64,Diabetes mellitus,577
2002,Ages 45-64,Chronic lower respiratory diseases,561
2002,Ages 45-64,Chronic liver disease and cirrhosis,509
2002,Ages 45-64,Suicide,364
2002,Ages 45-64,Septicemia,358
2002,Ages 45-64,Nephritis,303
2002,Ages 45-64,Influenza and pneumonia,222
2002,Ages 45-64,HIV disease,196
2002,Ages 45-64,Homicide,119
2002,Ages 45-64,Primary hypertension and hypertensive renal disease,112
2002,Age 65 and Older,All Causes,79259
2002,Age 65 and Older,Diseases of heart,25184
2002,Age 65 and Older,Malignant neoplasms,17361
2002,Age 65 and Older,Cerebrovascular diseases,6361
2002,Age 65 and Older,Chronic lower respiratory diseases,4125
2002,Age 65 and Older,Influenza and pneumonia,2610
2002,Age 65 and Older,Alzheimer's disease,2362
2002,Age 65 and Older,Diabetes mellitus,2283
2002,Age 65 and Older,Nephritis,1937
2002,Age 65 and Older,Septicemia,1594
2002,Age 65 and Older,Accidents,1278
2002,Age 65 and Older,Unintentional injuries: motor vehicle,278
2002,Age 65 and Older,Unintentional injuries: all other,1000
2002,Age 65 and Older,Pneumonitis due to solids and liquids,836
2002,Age 65 and Older,Parkinson's disease,766
2002,Age 65 and Older,Primary hypertension and hypertensive renal disease,719
2002,Age 65 and Older,In situ neoplasms,522
2002,Age 65 and Older,Atherosclerosis,510
2002,Age 65 and Older,Aortic aneurism and dissection,497
2002,Age 65 and Older,Chronic liver disease and cirrhosis,414
2003,All Ages,All Causes,104930
2003,All Ages,Diseases of heart,29704
2003,All Ages,Malignant neoplasms,24412
2003,All Ages,Cerebrovascular diseases,6883
2003,All Ages,Chronic lower respiratory diseases,4849
2003,All Ages,Accidents (unintentional injuries),3908
2003,All Ages,Motor vehicle accidents,1498
2003,All Ages,All other accidents,2410
2003,All Ages,Diabetes mellitus,3043
2003,All Ages,Influenza and pneumonia,2868
2003,All Ages,Alzheimer's disease,2623
2003,All Ages,Nephritis,2293
2003,All Ages,Septicemia,2047
2003,All Ages,Chronic liver disease and cirrhosis,1038
2003,All Ages,Intentional self-harm (suicide),1001
2003,All Ages,Assault (homicide),953
2003,All Ages,Essential (primary) hypertension and hypertensive renal disease,906
2003,All Ages,Pneumonitis due to solids and liquids,840
2003,All Ages,Parkinson's disease,787
2003,All Ages,Certain conditions originating in the perinatal period,712
2003,All Ages,In situ neoplasms,658
2003,All Ages,Aortic aneurysm and dissection,599
2003,All Ages,Atherosclerosis,512
2003,Ages 1-4,All Causes,199
2003,Ages 1-4,Accidents (unintentional injuries),54
2003,Ages 1-4,Motor vehicle accidents,19
2003,Ages 1-4,All other accidents,35
2003,Ages 1-4,Congenital malformations,25
2003,Ages 1-4,Malignant neoplasms,20
2003,Ages 1-4,Assault (homicide),13
2003,Ages 5-14,All Causes,271
2003,Ages 5-14,Accidents (unintentional injuries),88
2003,Ages 5-14,Motor vehicle accidents,48
2003,Ages 5-14,All other accidents,40
2003,Ages 5-14,Malignant neoplasms,38
2003,Ages 5-14,Assault (homicide),20
2003,Ages 5-14,Diseases of heart,10
2003,Ages 5-14,Congenital malformations,9
2003,Ages 5-14,Intentional self-harm (suicide),8
2003,Ages 5-14,Influenza and pneumonia,7
2003,Ages 15-24,All Causes,1479
2003,Ages 15-24,Accidents (unintentional injuries),583
2003,Ages 15-24,Motor vehicle accidents,389
2003,Ages 15-24,All other accidents,194
2003,Ages 15-24,Assault (homicide),358
2003,Ages 15-24,Intentional self-harm (suicide),120
2003,Ages 15-24,Malignant neoplasms,68
2003,Ages 15-24,Diseases of heart,54
2003,Ages 15-24,Chronic lower respiratory diseases,17
2003,Ages 15-24,Congenital malformations,14
2003,Ages 15-24,Influenza and pneumonia,13
2003,Ages 25-44,All Causes,5298
2003,Ages 25-44,Accidents (unintentional injuries),1043
2003,Ages 25-44,Motor vehicle accidents,453
2003,Ages 25-44,All other accidents,590
2003,Ages 25-44,Diseases of heart,806
2003,Ages 25-44,Malignant neoplasms,797
2003,Ages 25-44,Intentional self-harm (suicide),403
2003,Ages 25-44,Assault (homicide),398
2003,Ages 25-44,Human immunodeficiency virus (HIV) disease,223
2003,Ages 25-44,Cerebrovascular diseases,131
2003,Ages 25-44,Chronic liver disease and cirrhosis,131
2003,Ages 25-44,Diabetes mellitus,92
2003,Ages 25-44,Influenza and pneumonia,69
2003,Ages 25-44,Septicemia,67
2003,Ages 25-44,Nephritis,62
2003,Ages 45-64,All Causes,17950
2003,Ages 45-64,Malignant neoplasms,6144
2003,Ages 45-64,Diseases of heart,4571
2003,Ages 45-64,Accidents (unintentional injuries),838
2003,Ages 45-64,Motor vehicle accidents,305
2003,Ages 45-64,All other accidents,533
2003,Ages 45-64,Cerebrovascular diseases,677
2003,Ages 45-64,Diabetes melliltus,586
2003,Ages 45-64,Chronic lower respiratory diseases,564
2003,Ages 45-64,Chronic liver disease and cirrhosis,476
2003,Ages 45-64,Septicemia,355
2003,Ages 45-64,Intentional self-harm (suicide),328
2003,Ages 45-64,Nephritis,296
2003,Ages 45-64,Influenza and pneumonia,217
2003,Ages 45-64,Human immunodeficiency virus (HIV) disease,194
2003,Age 65 and Older,All Causes,78353
2003,Age 65 and Older,Diseases of heart,24232
2003,Age 65 and Older,Malignant neoplasms,17339
2003,Age 65 and Older,Cerebrovascular diseases,6063
2003,Age 65 and Older,Chronic lower respiratory diseases,4211
2003,Age 65 and Older,Alzheimer's disease,2589
2003,Age 65 and Older,Influenza and pneumonia,2548
2003,Age 65 and Older,Diabetes mellitus,2359
2003,Age 65 and Older,Nephritis,1912
2003,Age 65 and Older,Septicemia,1594
2003,Age 65 and Older,Accidents (unintentional injuries),1257
2003,Age 65 and Older,Motor vehicle accidents,280
2003,Age 65 and Older,All other accidents,977
2003,Age 65 and Older,Pneumonitis due to solids and liquids,786
2003,Age 65 and Older,Essential (primary) hypertension and hypertensive renal disease,777
2004,All Ages,All causes ,102341
2004,All Ages,Diseases of heart,28199
2004,All Ages,Malignant neoplasms,24233
2004,All Ages,Cerebrovascular diseases,6477
2004,All Ages,Chronic lower respiratory diseases,4713
2004,All Ages,Accidents,4078
2004,All Ages,Motor vehicle accidents,1478
2004,All Ages,All other accidents,2600
2004,All Ages,Diabetes melliltus,3067
2004,All Ages,Influenza and pneumonia,2773
2004,All Ages,Alzheimer's disease,2592
2004,All Ages,"Nephritis, nephrotic syndrome and nephrosis",2335
2004,All Ages,Septicemia,1996
2004,All Ages,Chronic liver disease and cirrhosis,1052
2004,All Ages,Intentional self-harm (suicide),1023
2004,All Ages,Essential (primary) hypertension and hypertensive renal disease,931
2004,All Ages,Assault (homicide),868
2004,All Ages,Parkinson's disease,840
2004,All Ages,Pneumonitis due to solids and liquids,810
2004,All Ages,Certain conditions originating in the perinatal period,690
2004,All Ages,"In situ neoplasms, benign neplasms and neoplasms of uncertain or unknown behavior",642
2004,All Ages,Aortic aneurysm and dissection,602
2004,All Ages,Athersclerosis,551
2004,Ages 1-4,All causes,202
2004,Ages 1-4,Accidents,50
2004,Ages 1-4,Motor vehicle accidents,18
2004,Ages 1-4,All other accidents,32
2004,Ages 1-4,"Congenital malformations, deformations and chromosomal abnormalities",32
2004,Ages 1-4,Assault (homicide),23
2004,Ages 1-4,Malignant neoplasms,11
2004,Ages 5-14,All causes,267
2004,Ages 5-14,Accidents,75
2004,Ages 5-14,Motor vehicle accidents,41
2004,Ages 5-14,All other accidents,34
2004,Ages 5-14,Malignant neoplasms,59
2004,Ages 5-14,Diseases of heart,14
2004,Ages 5-14,"Congenital malformations, deformations and chromosomal abnormalities",9
2004,Ages 5-14,Assault (homicide),8
2004,Ages 5-14,Intentional self-harm (suicide),7
2004,Ages 15-24,All causes,1327
2004,Ages 15-24,Accidents,506
2004,Ages 15-24,Motor vehicle accidents,344
2004,Ages 15-24,All other accidents,162
2004,Ages 15-24,Assault (homicide),311
2004,Ages 15-24,Intentional self-harm (suicide),152
2004,Ages 15-24,Diseases of heart,67
2004,Ages 15-24,Malignant neoplasms,65
2004,Ages 15-24,"Congenital malformations, deformations and chromosomal abnormalities",24
2004,Ages 25-44,All causes,5081
2004,Ages 25-44,Accidents,1162
2004,Ages 25-44,Motor vehicle accidents,483
2004,Ages 25-44,All other accidents,679
2004,Ages 25-44,Malignant neoplasms,801
2004,Ages 25-44,Diseases of heart,773
2004,Ages 25-44,Intentional self-harm (suicide),367
2004,Ages 25-44,Assault (homicide),361
2004,Ages 25-44,Human immunodeficiency virus disease,211
2004,Ages 25-44,Chronic liver disease and cirrhosis,128
2004,Ages 25-44,Cerebrovascular diseases,109
2004,Ages 25-44,Diabetes melliltus,95
2004,Ages 25-44,Chronic lower respiratory diseases,74
2004,Ages 25-44,Influenza and pneumonia,66
2004,Ages 25-44,Septicemia,64
2004,Ages 25-44,"Nephritis, nephrotic syndrome and nephrosis",57
2004,Ages 45-64,All causes,18215
2004,Ages 45-64,Malignant neoplasms,6362
2004,Ages 45-64,Diseases of heart,4454
2004,Ages 45-64,Accidents,988
2004,Ages 45-64,Motor vehicle accidents,346
2004,Ages 45-64,All other accidents,642
2004,Ages 45-64,Cerebrovascular diseases,672
2004,Ages 45-64,Diabetes melliltus,651
2004,Ages 45-64,Chronic lower respiratory diseases,535
2004,Ages 45-64,Chronic liver disease and cirrhosis,526
2004,Ages 45-64,Intentional self-harm (suicide),355
2004,Ages 45-64,Septicemia,342
2004,Ages 45-64,"Nephritis, nephrotic syndrome and nephrosis",295
2004,Ages 45-64,Influenza and pneumonia,231
2004,Ages 45-64,Human immunodeficiency virus disease,180
2004,Age 65 and Older,All causes,75932
2004,Age 65 and Older,Diseases of heart,22858
2004,Age 65 and Older,Malignant neoplasms,16928
2004,Age 65 and Older,Cerebrovascular diseases,5678
2004,Age 65 and Older,Chronic lower respiratory diseases,4088
2004,Age 65 and Older,Alzheimer's disease,2565
2004,Age 65 and Older,Influenza and pneumonia,2444
2004,Age 65 and Older,Diabetes melliltus,2314
2004,Age 65 and Older,"Nephritis, nephrotic syndrome and nephrosis",1966
2004,Age 65 and Older,Septicemia,1567
2004,Age 65 and Older,Accidents,1244
2004,Age 65 and Older,Motor vehicle accidents,241
2004,Age 65 and Older,All other accidents,1003
2004,Age 65 and Older,Parkinson's disease,820
2004,Age 65 and Older,Essential (primary) hypertension and hypertensive renal disease,807
2004,Age 65 and Older,Pneumonitis due to solids and liquids,742
2005,All Ages,All causes,103654
2005,All Ages,Diseases of heart,28145
2005,All Ages,Malignant neoplasms,24199
2005,All Ages,Cerebrovascular diseases,6232
2005,All Ages,Chronic lower resipratory diseases,5056
2005,All Ages,Accidents,4157
2005,All Ages,Motor vehicle accidents,1459
2005,All Ages,All other accidents,2698
2005,All Ages,Diabetes mellitus,3028
2005,All Ages,Influenza and pneumonia,2948
2005,All Ages,Alzheimer's disease,2822
2005,All Ages,"Nephritis, nephrotic syndrome and nephrosis",2388
2005,All Ages,Septicemia,1939
2005,All Ages,Intentional self-harm (suicide),1073
2005,All Ages,Chronic liver disease and cirrhosis,1003
2005,All Ages,Essential (primary) hypertension and hypertensive renal disease,991
2005,All Ages,Pneumonitis due to solids and liquids,906
2005,All Ages,Parkinsons's disease,896
2005,All Ages,Assualt (homicide),860
2005,All Ages,Certain conditions originating in the perinatal period,685
2005,All Ages,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",604
2005,All Ages,Aortic aneurysm and dissection,594
2005,All Ages,Atheosclerosis,475
2005,Ages 1-4,All causes,184
2005,Ages 1-4,Accidents,38
2005,Ages 1-4,Motor vehicle accidents,7
2005,Ages 1-4,All other accidents,31
2005,Ages 1-4,"Congenital malformations, deformations, and chromosomal abnormalities",23
2005,Ages 1-4,Malignant neoplasms,21
2005,Ages 1-4,Assualt (homicide),15
2005,Ages 5-14,All causes,231
2005,Ages 5-14,Motor vehicle accidents,43
2005,Ages 5-14,All other accidents,23
2005,Ages 5-14,Malignant neoplasms,33
2005,Ages 5-14,Assualt (homicide),18
2005,Ages 5-14,"Congenital malformations, deformations, and chromosomal abnormalities",13
2005,Ages 5-14,Diseases of heart,12
2005,Ages 15-24,All causes,1409
2005,Ages 15-24,Accidents,569
2005,Ages 15-24,Motor vehicle accidents,379
2005,Ages 15-24,All other accidents,190
2005,Ages 15-24,Assualt (homicide),315
2005,Ages 15-24,Intentional self-harm (suicide),134
2005,Ages 15-24,Malignant neoplasms,66
2005,Ages 15-24,Diseases of heart,65
2005,Ages 25-44,All causes,4991
2005,Ages 25-44,Accidents,1112
2005,Ages 25-44,Motor vehicle accidents,442
2005,Ages 25-44,All other accidents,670
2005,Ages 25-44,Diseases of heart,791
2005,Ages 25-44,Malignant neoplasms,785
2005,Ages 25-44,Intentional self-harm (suicide),400
2005,Ages 25-44,Assualt (homicide),343
2005,Ages 25-44,Human immunodificiency virus (HIV) disease,194
2005,Ages 25-44,Chronic liver disease and cirrhosis,139
2005,Ages 25-44,Cerebrovascular diseases,98
2005,Ages 25-44,Diabetes mellitus,89
2005,Ages 25-44,Influenza and pneumonia,57
2005,Ages 25-44,Chronic lower resipratory diseases,55
2005,Ages 25-44,Septicemia,54
2005,Ages 25-44,"Nephritis, nephrotic syndrome and nephrosis",51
2005,Ages 45-64,All causes,18531
2005,Ages 45-64,Malignant neoplasms,6337
2005,Ages 45-64,Diseases of heart,4597
2005,Ages 45-64,Accidents,975
2005,Ages 45-64,Motor vehicle accidents,307
2005,Ages 45-64,All other accidents,668
2005,Ages 45-64,Diabetes mellitus,669
2005,Ages 45-64,Chronic lower resipratory diseases,618
2005,Ages 45-64,Cerebrovascular diseases,609
2005,Ages 45-64,Chronic liver disease and cirrhosis,507
2005,Ages 45-64,Intentional self-harm (suicide),366
2005,Ages 45-64,Septicemia,316
2005,Ages 45-64,"Nephritis, nephrotic syndrome and nephrosis",315
2005,Ages 45-64,Influenza and pneumonia,256
2005,Ages 45-64,Human immunodificiency virus (HIV) disease,186
2005,Age 65 and Older,All causes,77014
2005,Age 65 and Older,Diseases of heart,22659
2005,Age 65 and Older,Malignant neoplasms,16951
2005,Age 65 and Older,Cerebrovascular diseases,5495
2005,Age 65 and Older,Chronic lower resipratory diseases,4363
2005,Age 65 and Older,Alzheimer's disease,2788
2005,Age 65 and Older,Influenza and pneumonia,2591
2005,Age 65 and Older,Diabetes mellitus,2263
2005,Age 65 and Older,"Nephritis, nephrotic syndrome and nephrosis",2009
2005,Age 65 and Older,Septicemia,1539
2005,Age 65 and Older,Accidents,1342
2005,Age 65 and Older,Motor vehicle accidents,276
2005,Age 65 and Older,All other accidents,1066
2005,Age 65 and Older,Parkinsons's disease,871
2005,Age 65 and Older,Essential (primary) hypertension and hypertensive renal disease,851
2005,Age 65 and Older,Pneumonitis due to solids and liquids,827
2006,All Ages,All causes,102122
2006,All Ages,Diseases of heart,27002
2006,All Ages,Malignant neoplasms,24052
2006,All Ages,Cerebrovascular diseases,5974
2006,All Ages,Chronic lower respiratory diseases,4725
2006,All Ages,Accidents,4401
2006,All Ages,Motor vehicle accidents,1389
2006,All Ages,All other accidents,3012
2006,All Ages,Diabetes mellitus,2794
2006,All Ages,Alzheimer's disease,2792
2006,All Ages,Influenza and pneumonia,2671
2006,All Ages,"Nephritis, nephrotic syndrome and nephrosis",2501
2006,All Ages,Septicemia,2001
2006,All Ages,Chronic liver disease and cirrhosis,1070
2006,All Ages,Intentional self-harm (suicide),1007
2006,All Ages,Pneumonitis due to solids and liquids,896
2006,All Ages,Essential hypertension and hypertensive renal disease,896
2006,All Ages,Assault (homicide),859
2006,All Ages,Parkinsons's disease,852
2006,All Ages,Certain conditions originating in the perinatal period,698
2006,All Ages,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",653
2006,All Ages,Aortic aneurysm and dissection,525
2006,All Ages,"Congenital malformations, deformations and chromosomal abnormalities",451
2006,All Ages,Human immunodeficiency virus (HIV) disease,383
2006,All Ages,Atherosclerosis,369
2006,Ages 1-4,All causes,174
2006,Ages 1-4,Accidents,57
2006,Ages 1-4,Motor vehicle accidents,15
2006,Ages 1-4,All other accidents,42
2006,Ages 1-4,"Congenital malformations, deformations and chromosomal abnormalities",20
2006,Ages 1-4,Malignant neoplasms,15
2006,Ages 1-4,Assault (homicide),13
2006,Ages 5-14,All causes,219
2006,Ages 5-14,Accidents,69
2006,Ages 5-14,Motor vehicle accidents,34
2006,Ages 5-14,All other accidents,35
2006,Ages 5-14,Malignant neoplasms,38
2006,Ages 5-14,Assault (homicide),22
2006,Ages 5-14,"Congenital malformations, deformations and chromosomal abnormalities",17
2006,Ages 15-24,All causes,1321
2006,Ages 15-24,Accidents,538
2006,Ages 15-24,Motor vehicle accidents,330
2006,Ages 15-24,All other accidents,208
2006,Ages 15-24,Assault (homicide),302
2006,Ages 15-24,Intentional self-harm (suicide),131
2006,Ages 15-24,Malignant neoplasms,68
2006,Ages 15-24,Diseases of heart,56
2006,Ages 25-44,All causes,4851
2006,Ages 25-44,Accidents,1246
2006,Ages 25-44,Motor vehicle accidents,425
2006,Ages 25-44,All other accidents,821
2006,Ages 25-44,Malignant neoplasms,739
2006,Ages 25-44,Diseases of heart,677
2006,Ages 25-44,Intentional self-harm (suicide),370
2006,Ages 25-44,Assault (homicide),366
2006,Ages 25-44,Human immunodeficiency virus (HIV) disease,157
2006,Ages 25-44,Chronic liver disease and cirrhosis,122
2006,Ages 25-44,Diabetes mellitus,112
2006,Ages 25-44,Cerebrovascular diseases,89
2006,Ages 25-44,Septicemia,64
2006,Ages 25-44,Chronic lower respiratory diseases,63
2006,Ages 25-44,Influenza and pneumonia,59
2006,Ages 25-44,"Nephritis, nephrotic syndrome and nephrosis",47
2006,Ages 25-44,"Congenital malformations, deformations and chromosomal abnormalities",36
2006,Ages 45-64,All causes,18756
2006,Ages 45-64,Malignant neoplasms,6460
2006,Ages 45-64,Diseases of heart,4455
2006,Ages 45-64,Accidents,1146
2006,Ages 45-64,Motor vehicle accidents,357
2006,Ages 45-64,All other accidents,789
2006,Ages 45-64,Cerebrovascular diseases,650
2006,Ages 45-64,Diabetes mellitus,624
2006,Ages 45-64,Chronic lower respiratory diseases,603
2006,Ages 45-64,Chronic liver disease and cirrhosis,559
2006,Ages 45-64,Septicemia,384
2006,Ages 45-64,Intentional self-harm (suicide),365
2006,Ages 45-64,"Nephritis, nephrotic syndrome and nephrosis",325
2006,Ages 45-64,Influenza and pneumonia,238
2006,Ages 45-64,Human immunodeficiency virus (HIV) disease,199
2006,Ages 45-64,Essential hypertension and hypertensive renal disease,123
2006,Ages 45-64,Assault (homicide),108
2006,Age 65 and Older,All causes,75458
2006,Age 65 and Older,Diseases of heart,21792
2006,Age 65 and Older,Malignant neoplasms,16730
2006,Age 65 and Older,Cerebrovascular diseases,5213
2006,Age 65 and Older,Chronic lower respiratory diseases,4040
2006,Age 65 and Older,Alzheimer's disease,2758
2006,Age 65 and Older,Influenza and pneumonia,2345
2006,Age 65 and Older,"Nephritis, nephrotic syndrome and nephrosis",2115
2006,Age 65 and Older,Diabetes mellitus,2052
2006,Age 65 and Older,Septicemia,1526
2006,Age 65 and Older,Accidents,1281
2006,Age 65 and Older,Motor vehicle accidents,219
2006,Age 65 and Older,All other accidents,1062
2006,Age 65 and Older,Parkinsons's disease,838
2006,Age 65 and Older,Pneumonitis due to solids and liquids,825
2007,All Ages,All causes,100254
2007,All Ages,Diseases of heart,25766
2007,All Ages,Malignant neoplasms,24084
2007,All Ages,Cerebrovascular diseases,5851
2007,All Ages,Chronic lower respiratory diseases,4731
2007,All Ages,Accidents,4319
2007,All Ages,      Motor vehicle accidents,1352
2007,All Ages,      All other accidents,2967
2007,All Ages,Diabetes mellitus,2850
2007,All Ages,Alzheimer's disease,2729
2007,All Ages,Influenza and pneumonia,2549
2007,All Ages,"Nephritis, nephrotic syndrome and nephrosis",2532
2007,All Ages,Septicemia,2099
2007,All Ages,Intentional self-harm (suicide),1102
2007,All Ages,Chronic liver disease and cirrhosis,1029
2007,All Ages,Essential hypertension and hypertensive renal disease,855
2007,All Ages,Assault (homicide),854
2007,All Ages,Pneumonitis due to solids and liquids,821
2007,All Ages,Parkinsons's disease,817
2007,Ages 45-64,Accidents,1075
2007,All Ages,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",679
2007,All Ages,Certain conditions originating in the perinatal period,670
2007,All Ages,Aortic aneurysm and dissection,576
2007,All Ages,"Congenital malformations, deformations and chromosomal abnormalities",402
2007,All Ages,Atherosclerosis,306
2007,All Ages,Human immunodeficiency virus (HIV) disease,298
2007,All Ages,Anemias,249
2007,Ages 1-4,All causes,186
2007,Ages 1-4,Accidents,54
2007,Ages 1-4,      Motor vehicle accidents,16
2007,Ages 1-4,      All other accidents,38
2007,Ages 1-4,"Congenital malformations, deformations and chromosomal abnormalities",26
2007,Ages 1-4,Assault (homicide),17
2007,Ages 1-4,Malignant neoplasms,14
2007,Ages 5-14,All causes,266
2007,Ages 5-14,Accidents,93
2007,Ages 5-14,      Motor vehicle accidents,49
2007,Ages 5-14,      All other accidents,44
2007,Ages 5-14,Malignant neoplasms,31
2007,Ages 5-14,Assault (homicide),29
2007,Ages 5-14,"Congenital malformations, deformations and chromosomal abnormalities",18
2007,Ages 15-24,All causes,1348
2007,Ages 15-24,Accidents,549
2007,Ages 15-24,      Motor vehicle accidents,350
2007,Ages 15-24,      All other accidents,199
2007,Ages 15-24,Assault (homicide),305
2007,Ages 15-24,Intentional self-harm (suicide),162
2007,Ages 15-24,Malignant neoplasms,58
2007,Ages 15-24,Diseases of heart,43
2007,Ages 25-44,All causes,4604
2007,Ages 25-44,Accidents,1097
2007,Ages 25-44,      Motor vehicle accidents,400
2007,Ages 25-44,      All other accidents,697
2007,Ages 25-44,Malignant neoplasms,693
2007,Ages 25-44,Diseases of heart,689
2007,Ages 25-44,Intentional self-harm (suicide),383
2007,Ages 25-44,Assault (homicide),342
2007,Ages 25-44,Chronic liver disease and cirrhosis,127
2007,Ages 25-44,Human immunodeficiency virus (HIV) disease,118
2007,Ages 25-44,Cerebrovascular diseases,95
2007,Ages 25-44,Diabetes mellitus,93
2007,Ages 25-44,Septicemia,70
2007,Ages 25-44,Influenza and pneumonia,60
2007,Ages 25-44,Chronic lower respiratory diseases,47
2007,Ages 25-44,"Nephritis, nephrotic syndrome and nephrosis",43
2007,Ages 25-44,"Congenital malformations, deformations and chromosomal abnormalities",41
2007,Ages 45-64,All causes,18814
2007,Ages 45-64,Malignant neoplasms,6461
2007,Ages 45-64,Diseases of heart,4449
2007,Ages 45-64,      Motor vehicle accidents,318
2007,Ages 45-64,      All other accidents,757
2007,Ages 45-64,Cerebrovascular diseases,674
2007,Ages 45-64,Diabetes mellitus,652
2007,Ages 45-64,Chronic lower respiratory diseases,585
2007,Ages 45-64,Chronic liver disease and cirrhosis,527
2007,Ages 45-64,Septicemia,402
2007,Ages 45-64,Intentional self-harm (suicide),384
2007,Ages 45-64,"Nephritis, nephrotic syndrome and nephrosis",350
2007,Ages 45-64,Influenza and pneumonia,247
2007,Ages 45-64,Human immunodeficiency virus (HIV) disease,162
2007,Ages 45-64,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",107
2007,Ages 45-64,Viral hepatitis,106
2007,Age 65 and Older,All causes,73840
2007,Age 65 and Older,Diseases of heart,20547
2007,Age 65 and Older,Malignant neoplasms,16824
2007,Age 65 and Older,Cerebrovascular diseases,5068
2007,Age 65 and Older,Chronic lower respiratory diseases,4082
2007,Age 65 and Older,Alzheimer's disease,2687
2007,Age 65 and Older,Influenza and pneumonia,2208
2007,Age 65 and Older,"Nephritis, nephrotic syndrome and nephrosis",2124
2007,Age 65 and Older,Diabetes mellitus,2096
2007,Age 65 and Older,Septicemia,1596
2007,Age 65 and Older,Accidents,1401
2007,Age 65 and Older,      Motor vehicle accidents,215
2007,Age 65 and Older,      All other accidents,1186
2007,Age 65 and Older,Parkinsons's disease,797
2008,All Ages,All causes,103069
2008,All Ages,Diseases of heart,25979
2008,All Ages,Malignant neoplasms,24210
2008,All Ages,Cerebrovascular diseases,5765
2008,All Ages,Chronic lower respiratory diseases,5584
2008,All Ages,Accidents,4173
2008,All Ages,      Motor vehicle accidents,1138
2008,All Ages,      All other accidents,3035
2008,All Ages,Alzheimer's disease,3188
